tydzien;grupa;teryt;Psi;Phi;u;u_rel
2;old;24;0.999968;;;
2;old;30;0.999968;;;
2;old;12;0.999968;;;
2;old;02;0.999968;;;
2;old;10;0.999968;;;
2;old;22;0.999968;;;
2;old;06;0.999968;;;
2;old;18;0.999968;;;
2;old;04;0.999968;;;
2;old;32;0.999968;;;
2;old;28;0.999968;;;
2;old;26;0.999968;;;
2;old;20;0.999968;;;
2;old;08;0.999968;;;
2;old;16;0.999968;;;
3;young;14;0.999999;;;
3;young;24;0.999999;;;
3;young;30;0.999999;;;
3;young;12;0.999999;;;
3;young;02;0.999999;;;
3;young;10;0.999999;;;
3;young;22;0.999999;;;
3;young;06;0.999999;;;
3;young;18;0.999999;;;
3;young;04;0.999999;;;
3;young;32;0.999999;;;
3;young;28;0.999999;;;
3;young;26;0.999999;;;
3;young;20;0.999999;;;
3;young;08;0.999999;;;
3;young;16;0.999999;;;
3;middle_aged;14;0.740159;;;
3;middle_aged;24;0.740159;;;
3;middle_aged;30;0.740159;;;
3;middle_aged;12;0.740159;;;
3;middle_aged;02;0.740159;;;
3;middle_aged;10;0.740159;;;
3;middle_aged;22;0.740159;;;
3;middle_aged;06;0.740159;;;
3;middle_aged;18;0.740159;;;
3;middle_aged;04;0.740159;;;
3;middle_aged;32;0.740159;;;
3;middle_aged;28;0.740159;;;
3;middle_aged;26;0.740159;;;
3;middle_aged;20;0.740159;;;
3;middle_aged;08;0.740159;;;
3;middle_aged;16;0.740159;;;
3;old;14;1.000000;;;
3;old;24;1.000000;;;
3;old;30;1.000000;;;
3;old;12;1.000000;;;
3;old;02;1.000000;;;
3;old;10;1.000000;;;
3;old;22;1.000000;;;
3;old;06;1.000000;;;
3;old;18;1.000000;;;
3;old;04;1.000000;;;
3;old;32;1.000000;;;
3;old;28;1.000000;;;
3;old;26;1.000000;;;
3;old;20;1.000000;;;
3;old;08;1.000000;;;
3;old;16;1.000000;;;
4;young;14;0.700001;;;
4;young;24;0.700001;;;
4;young;30;0.700001;;;
4;young;12;0.700001;;;
4;young;02;0.700001;;;
4;young;10;0.700001;;;
4;young;22;0.700001;;;
4;young;06;0.700001;;;
4;young;18;0.700001;;;
4;young;04;0.700001;;;
4;young;32;0.700001;;;
4;young;28;0.700001;;;
4;young;26;0.700001;;;
4;young;20;0.700001;;;
4;young;08;0.700001;;;
4;young;16;0.700001;;;
4;middle_aged;14;0.732263;;;
4;middle_aged;24;0.732263;;;
4;middle_aged;30;0.732263;;;
4;middle_aged;12;0.732263;;;
4;middle_aged;02;0.732263;;;
4;middle_aged;10;0.732263;;;
4;middle_aged;22;0.732263;;;
4;middle_aged;06;0.732263;;;
4;middle_aged;18;0.732263;;;
4;middle_aged;04;0.732263;;;
4;middle_aged;32;0.732263;;;
4;middle_aged;28;0.732263;;;
4;middle_aged;26;0.732263;;;
4;middle_aged;20;0.732263;;;
4;middle_aged;08;0.732263;;;
4;middle_aged;16;0.732263;;;
4;old;14;0.782593;;;
4;old;24;0.782593;;;
4;old;30;0.782593;;;
4;old;12;0.782593;;;
4;old;02;0.782593;;;
4;old;10;0.782593;;;
4;old;22;0.782593;;;
4;old;06;0.782593;;;
4;old;18;0.782593;;;
4;old;04;0.782593;;;
4;old;32;0.782593;;;
4;old;28;0.782593;;;
4;old;26;0.782593;;;
4;old;20;0.782593;;;
4;old;08;0.782593;;;
4;old;16;0.782593;;;
5;young;14;0.700002;;;
5;young;24;0.700002;;;
5;young;30;0.700002;;;
5;young;12;0.700002;;;
5;young;02;0.700002;;;
5;young;10;0.700002;;;
5;young;22;0.700002;;;
5;young;06;0.700002;;;
5;young;18;0.700002;;;
5;young;04;0.700002;;;
5;young;32;0.700002;;;
5;young;28;0.700002;;;
5;young;26;0.700002;;;
5;young;20;0.700002;;;
5;young;08;0.700002;;;
5;young;16;0.700002;;;
5;middle_aged;14;0.700000;;;
5;middle_aged;24;0.700000;;;
5;middle_aged;30;0.700000;;;
5;middle_aged;12;0.700000;;;
5;middle_aged;02;0.700000;;;
5;middle_aged;10;0.700000;;;
5;middle_aged;22;0.700000;;;
5;middle_aged;06;0.700000;;;
5;middle_aged;18;0.700000;;;
5;middle_aged;04;0.700000;;;
5;middle_aged;32;0.700000;;;
5;middle_aged;28;0.700000;;;
5;middle_aged;26;0.700000;;;
5;middle_aged;20;0.700000;;;
5;middle_aged;08;0.700000;;;
5;middle_aged;16;0.700000;;;
5;old;14;0.700003;;;
5;old;24;0.700003;;;
5;old;30;0.700003;;;
5;old;12;0.700003;;;
5;old;02;0.700003;;;
5;old;10;0.700003;;;
5;old;22;0.700003;;;
5;old;06;0.700003;;;
5;old;18;0.700003;;;
5;old;04;0.700003;;;
5;old;32;0.700003;;;
5;old;28;0.700003;;;
5;old;26;0.700003;;;
5;old;20;0.700003;;;
5;old;08;0.700003;;;
5;old;16;0.700003;;;
6;young;14;0.700002;;;
6;young;24;0.700002;;;
6;young;30;0.700002;;;
6;young;12;0.700002;;;
6;young;02;0.700002;;;
6;young;10;0.700002;;;
6;young;22;0.700002;;;
6;young;06;0.700002;;;
6;young;18;0.700002;;;
6;young;04;0.700002;;;
6;young;32;0.700002;;;
6;young;28;0.700002;;;
6;young;26;0.700002;;;
6;young;20;0.700002;;;
6;young;08;0.700002;;;
6;young;16;0.700002;;;
6;middle_aged;14;0.700001;;;
6;middle_aged;24;0.700001;;;
6;middle_aged;30;0.700001;;;
6;middle_aged;12;0.700001;;;
6;middle_aged;02;0.700001;;;
6;middle_aged;10;0.700001;;;
6;middle_aged;22;0.700001;;;
6;middle_aged;06;0.700001;;;
6;middle_aged;18;0.700001;;;
6;middle_aged;04;0.700001;;;
6;middle_aged;32;0.700001;;;
6;middle_aged;28;0.700001;;;
6;middle_aged;26;0.700001;;;
6;middle_aged;20;0.700001;;;
6;middle_aged;08;0.700001;;;
6;middle_aged;16;0.700001;;;
6;old;14;0.700000;;;
6;old;24;0.700000;;;
6;old;30;0.700000;;;
6;old;12;0.700000;;;
6;old;02;0.700000;;;
6;old;10;0.700000;;;
6;old;22;0.700000;;;
6;old;06;0.700000;;;
6;old;18;0.700000;;;
6;old;04;0.700000;;;
6;old;32;0.700000;;;
6;old;28;0.700000;;;
6;old;26;0.700000;;;
6;old;20;0.700000;;;
6;old;08;0.700000;;;
6;old;16;0.700000;;;
7;young;14;0.700071;;;
7;young;24;0.700071;;;
7;young;30;0.700071;;;
7;young;12;0.700071;;;
7;young;02;0.700071;;;
7;young;10;0.700071;;;
7;young;22;0.700071;;;
7;young;06;0.700071;;;
7;young;18;0.700071;;;
7;young;04;0.700071;;;
7;young;32;0.700071;;;
7;young;28;0.700071;;;
7;young;26;0.700071;;;
7;young;20;0.700071;;;
7;young;08;0.700071;;;
7;young;16;0.700071;;;
7;middle_aged;14;0.700000;;;
7;middle_aged;24;0.700000;;;
7;middle_aged;30;0.700000;;;
7;middle_aged;12;0.700000;;;
7;middle_aged;02;0.700000;;;
7;middle_aged;10;0.700000;;;
7;middle_aged;22;0.700000;;;
7;middle_aged;06;0.700000;;;
7;middle_aged;18;0.700000;;;
7;middle_aged;04;0.700000;;;
7;middle_aged;32;0.700000;;;
7;middle_aged;28;0.700000;;;
7;middle_aged;26;0.700000;;;
7;middle_aged;20;0.700000;;;
7;middle_aged;08;0.700000;;;
7;middle_aged;16;0.700000;;;
7;old;14;0.700018;;;
7;old;24;0.700018;;;
7;old;30;0.700018;;;
7;old;12;0.700018;;;
7;old;02;0.700018;;;
7;old;10;0.700018;;;
7;old;22;0.700018;;;
7;old;06;0.700018;;;
7;old;18;0.700018;;;
7;old;04;0.700018;;;
7;old;32;0.700018;;;
7;old;28;0.700018;;;
7;old;26;0.700018;;;
7;old;20;0.700018;;;
7;old;08;0.700018;;;
7;old;16;0.700018;;;
8;young;14;0.700000;;;
8;young;24;0.700000;;;
8;young;30;0.700000;;;
8;young;12;0.700000;;;
8;young;02;0.700000;;;
8;young;10;0.700000;;;
8;young;22;0.700000;;;
8;young;06;0.700000;;;
8;young;18;0.700000;;;
8;young;04;0.700000;;;
8;young;32;0.700000;;;
8;young;28;0.700000;;;
8;young;26;0.700000;;;
8;young;20;0.700000;;;
8;young;08;0.700000;;;
8;young;16;0.700000;;;
8;middle_aged;14;0.700002;;;
8;middle_aged;24;0.700002;;;
8;middle_aged;30;0.700002;;;
8;middle_aged;12;0.700002;;;
8;middle_aged;02;0.700002;;;
8;middle_aged;10;0.700002;;;
8;middle_aged;22;0.700002;;;
8;middle_aged;06;0.700002;;;
8;middle_aged;18;0.700002;;;
8;middle_aged;04;0.700002;;;
8;middle_aged;32;0.700002;;;
8;middle_aged;28;0.700002;;;
8;middle_aged;26;0.700002;;;
8;middle_aged;20;0.700002;;;
8;middle_aged;08;0.700002;;;
8;middle_aged;16;0.700002;;;
8;old;14;0.700001;;;
8;old;24;0.700001;;;
8;old;30;0.700001;;;
8;old;12;0.700001;;;
8;old;02;0.700001;;;
8;old;10;0.700001;;;
8;old;22;0.700001;;;
8;old;06;0.700001;;;
8;old;18;0.700001;;;
8;old;04;0.700001;;;
8;old;32;0.700001;;;
8;old;28;0.700001;;;
8;old;26;0.700001;;;
8;old;20;0.700001;;;
8;old;08;0.700001;;;
8;old;16;0.700001;;;
9;young;14;0.700025;;;
9;young;24;0.700025;;;
9;young;30;0.700025;;;
9;young;12;0.700025;;;
9;young;02;0.700025;;;
9;young;10;0.700025;;;
9;young;22;0.700025;;;
9;young;06;0.700025;;;
9;young;18;0.700025;;;
9;young;04;0.700025;;;
9;young;32;0.700025;;;
9;young;28;0.700025;;;
9;young;26;0.700025;;;
9;young;20;0.700025;;;
9;young;08;0.700025;;;
9;young;16;0.700025;;;
9;middle_aged;14;0.700001;;;
9;middle_aged;24;0.700001;;;
9;middle_aged;30;0.700001;;;
9;middle_aged;12;0.700001;;;
9;middle_aged;02;0.700001;;;
9;middle_aged;10;0.700001;;;
9;middle_aged;22;0.700001;;;
9;middle_aged;06;0.700001;;;
9;middle_aged;18;0.700001;;;
9;middle_aged;04;0.700001;;;
9;middle_aged;32;0.700001;;;
9;middle_aged;28;0.700001;;;
9;middle_aged;26;0.700001;;;
9;middle_aged;20;0.700001;;;
9;middle_aged;08;0.700001;;;
9;middle_aged;16;0.700001;;;
9;old;14;0.700005;;;
9;old;24;0.700005;;;
9;old;30;0.700005;;;
9;old;12;0.700005;;;
9;old;02;0.700005;;;
9;old;10;0.700005;;;
9;old;22;0.700005;;;
9;old;06;0.700005;;;
9;old;18;0.700005;;;
9;old;04;0.700005;;;
9;old;32;0.700005;;;
9;old;28;0.700005;;;
9;old;26;0.700005;;;
9;old;20;0.700005;;;
9;old;08;0.700005;;;
9;old;16;0.700005;;;
10;young;14;0.700003;;;
10;young;24;0.700003;;;
10;young;30;0.700003;;;
10;young;12;0.700003;;;
10;young;02;0.700003;;;
10;young;10;0.700003;;;
10;young;22;0.700003;;;
10;young;06;0.700003;;;
10;young;18;0.700003;;;
10;young;04;0.700003;;;
10;young;32;0.700003;;;
10;young;28;0.700003;;;
10;young;26;0.700003;;;
10;young;20;0.700003;;;
10;young;08;0.700003;;;
10;young;16;0.700003;;;
10;middle_aged;14;0.700001;;;
10;middle_aged;24;0.700001;;;
10;middle_aged;30;0.700001;;;
10;middle_aged;12;0.700001;;;
10;middle_aged;02;0.700001;;;
10;middle_aged;10;0.700001;;;
10;middle_aged;22;0.700001;;;
10;middle_aged;06;0.700001;;;
10;middle_aged;18;0.700001;;;
10;middle_aged;04;0.700001;;;
10;middle_aged;32;0.700001;;;
10;middle_aged;28;0.700001;;;
10;middle_aged;26;0.700001;;;
10;middle_aged;20;0.700001;;;
10;middle_aged;08;0.700001;;;
10;middle_aged;16;0.700001;;;
10;old;14;0.700006;;;
10;old;24;0.700006;;;
10;old;30;0.700006;;;
10;old;12;0.700006;;;
10;old;02;0.700006;;;
10;old;10;0.700006;;;
10;old;22;0.700006;;;
10;old;06;0.700006;;;
10;old;18;0.700006;;;
10;old;04;0.700006;;;
10;old;32;0.700006;;;
10;old;28;0.700006;;;
10;old;26;0.700006;;;
10;old;20;0.700006;;;
10;old;08;0.700006;;;
10;old;16;0.700006;;;
11;young;14;0.700015;;;
11;young;24;0.700015;;;
11;young;30;0.700015;;;
11;young;12;0.700015;;;
11;young;02;0.700015;;;
11;young;10;0.700015;;;
11;young;22;0.700015;;;
11;young;06;0.700015;;;
11;young;18;0.700015;;;
11;young;04;0.700015;;;
11;young;32;0.700015;;;
11;young;28;0.700015;;;
11;young;26;0.700015;;;
11;young;20;0.700015;;;
11;young;08;0.700015;;;
11;young;16;0.700015;;;
11;middle_aged;14;0.700003;;;
11;middle_aged;24;0.700003;;;
11;middle_aged;30;0.700003;;;
11;middle_aged;12;0.700003;;;
11;middle_aged;02;0.700003;;;
11;middle_aged;10;0.700003;;;
11;middle_aged;22;0.700003;;;
11;middle_aged;06;0.700003;;;
11;middle_aged;18;0.700003;;;
11;middle_aged;04;0.700003;;;
11;middle_aged;32;0.700003;;;
11;middle_aged;28;0.700003;;;
11;middle_aged;26;0.700003;;;
11;middle_aged;20;0.700003;;;
11;middle_aged;08;0.700003;;;
11;middle_aged;16;0.700003;;;
11;old;14;0.700048;;;
11;old;24;0.700048;;;
11;old;30;0.700048;;;
11;old;12;0.700048;;;
11;old;02;0.700048;;;
11;old;10;0.700048;;;
11;old;22;0.700048;;;
11;old;06;0.700048;;;
11;old;18;0.700048;;;
11;old;04;0.700048;;;
11;old;32;0.700048;;;
11;old;28;0.700048;;;
11;old;26;0.700048;;;
11;old;20;0.700048;;;
11;old;08;0.700048;;;
11;old;16;0.700048;;;
12;young;14;0.700017;;;
12;young;24;0.700017;;;
12;young;30;0.700017;;;
12;young;12;0.700017;;;
12;young;02;0.700017;;;
12;young;10;0.700017;;;
12;young;22;0.700017;;;
12;young;06;0.700017;;;
12;young;18;0.700017;;;
12;young;04;0.700017;;;
12;young;32;0.700017;;;
12;young;28;0.700017;;;
12;young;26;0.700017;;;
12;young;20;0.700017;;;
12;young;08;0.700017;;;
12;young;16;0.700017;;;
12;middle_aged;14;0.700000;;;
12;middle_aged;24;0.700000;;;
12;middle_aged;30;0.700000;;;
12;middle_aged;12;0.700000;;;
12;middle_aged;02;0.700000;;;
12;middle_aged;10;0.700000;;;
12;middle_aged;22;0.700000;;;
12;middle_aged;06;0.700000;;;
12;middle_aged;18;0.700000;;;
12;middle_aged;04;0.700000;;;
12;middle_aged;32;0.700000;;;
12;middle_aged;28;0.700000;;;
12;middle_aged;26;0.700000;;;
12;middle_aged;20;0.700000;;;
12;middle_aged;08;0.700000;;;
12;middle_aged;16;0.700000;;;
12;old;14;0.700003;;;
12;old;24;0.700003;;;
12;old;30;0.700003;;;
12;old;12;0.700003;;;
12;old;02;0.700003;;;
12;old;10;0.700003;;;
12;old;22;0.700003;;;
12;old;06;0.700003;;;
12;old;18;0.700003;;;
12;old;04;0.700003;;;
12;old;32;0.700003;;;
12;old;28;0.700003;;;
12;old;26;0.700003;;;
12;old;20;0.700003;;;
12;old;08;0.700003;;;
12;old;16;0.700003;;;
13;young;14;0.700000;;;
13;young;24;0.700000;;;
13;young;30;0.700000;;;
13;young;12;0.700000;;;
13;young;02;0.700000;;;
13;young;10;0.700000;;;
13;young;22;0.700000;;;
13;young;06;0.700000;;;
13;young;18;0.700000;;;
13;young;04;0.700000;;;
13;young;32;0.700000;;;
13;young;28;0.700000;;;
13;young;26;0.700000;;;
13;young;20;0.700000;;;
13;young;08;0.700000;;;
13;young;16;0.700000;;;
13;middle_aged;14;0.700007;;;
13;middle_aged;24;0.700007;;;
13;middle_aged;30;0.700007;;;
13;middle_aged;12;0.700007;;;
13;middle_aged;02;0.700007;;;
13;middle_aged;10;0.700007;;;
13;middle_aged;22;0.700007;;;
13;middle_aged;06;0.700007;;;
13;middle_aged;18;0.700007;;;
13;middle_aged;04;0.700007;;;
13;middle_aged;32;0.700007;;;
13;middle_aged;28;0.700007;;;
13;middle_aged;26;0.700007;;;
13;middle_aged;20;0.700007;;;
13;middle_aged;08;0.700007;;;
13;middle_aged;16;0.700007;;;
13;old;14;0.700028;;;
13;old;24;0.700028;;;
13;old;30;0.700028;;;
13;old;12;0.700028;;;
13;old;02;0.700028;;;
13;old;10;0.700028;;;
13;old;22;0.700028;;;
13;old;06;0.700028;;;
13;old;18;0.700028;;;
13;old;04;0.700028;;;
13;old;32;0.700028;;;
13;old;28;0.700028;;;
13;old;26;0.700028;;;
13;old;20;0.700028;;;
13;old;08;0.700028;;;
13;old;16;0.700028;;;
14;young;14;0.700014;;;
14;young;24;0.700014;;;
14;young;30;0.700014;;;
14;young;12;0.700014;;;
14;young;02;0.700014;;;
14;young;10;0.700014;;;
14;young;22;0.700014;;;
14;young;06;0.700014;;;
14;young;18;0.700014;;;
14;young;04;0.700014;;;
14;young;32;0.700014;;;
14;young;28;0.700014;;;
14;young;26;0.700014;;;
14;young;20;0.700014;;;
14;young;08;0.700014;;;
14;young;16;0.700014;;;
14;middle_aged;14;0.700005;;;
14;middle_aged;24;0.700005;;;
14;middle_aged;30;0.700005;;;
14;middle_aged;12;0.700005;;;
14;middle_aged;02;0.700005;;;
14;middle_aged;10;0.700005;;;
14;middle_aged;22;0.700005;;;
14;middle_aged;06;0.700005;;;
14;middle_aged;18;0.700005;;;
14;middle_aged;04;0.700005;;;
14;middle_aged;32;0.700005;;;
14;middle_aged;28;0.700005;;;
14;middle_aged;26;0.700005;;;
14;middle_aged;20;0.700005;;;
14;middle_aged;08;0.700005;;;
14;middle_aged;16;0.700005;;;
14;old;14;0.796621;;;
14;old;24;0.796621;;;
14;old;30;0.796621;;;
14;old;12;0.796621;;;
14;old;02;0.796621;;;
14;old;10;0.796621;;;
14;old;22;0.796621;;;
14;old;06;0.796621;;;
14;old;18;0.796621;;;
14;old;04;0.796621;;;
14;old;32;0.796621;;;
14;old;28;0.796621;;;
14;old;26;0.796621;;;
14;old;20;0.796621;;;
14;old;08;0.796621;;;
14;old;16;0.796621;;;
15;young;14;0.700026;;;
15;young;24;0.700026;;;
15;young;30;0.700026;;;
15;young;12;0.700026;;;
15;young;02;0.700026;;;
15;young;10;0.700026;;;
15;young;22;0.700026;;;
15;young;06;0.700026;;;
15;young;18;0.700026;;;
15;young;04;0.700026;;;
15;young;32;0.700026;;;
15;young;28;0.700026;;;
15;young;26;0.700026;;;
15;young;20;0.700026;;;
15;young;08;0.700026;;;
15;young;16;0.700026;;;
15;middle_aged;14;0.700137;;;
15;middle_aged;24;0.700137;;;
15;middle_aged;30;0.700137;;;
15;middle_aged;12;0.700137;;;
15;middle_aged;02;0.700137;;;
15;middle_aged;10;0.700137;;;
15;middle_aged;22;0.700137;;;
15;middle_aged;06;0.700137;;;
15;middle_aged;18;0.700137;;;
15;middle_aged;04;0.700137;;;
15;middle_aged;32;0.700137;;;
15;middle_aged;28;0.700137;;;
15;middle_aged;26;0.700137;;;
15;middle_aged;20;0.700137;;;
15;middle_aged;08;0.700137;;;
15;middle_aged;16;0.700137;;;
15;old;14;0.986865;;;
15;old;24;0.986865;;;
15;old;30;0.986865;;;
15;old;12;0.986865;;;
15;old;02;0.986865;;;
15;old;10;0.986865;;;
15;old;22;0.986865;;;
15;old;06;0.986865;;;
15;old;18;0.986865;;;
15;old;04;0.986865;;;
15;old;32;0.986865;;;
15;old;28;0.986865;;;
15;old;26;0.986865;;;
15;old;20;0.986865;;;
15;old;08;0.986865;;;
15;old;16;0.986865;;;
16;young;14;0.999899;;;
16;young;24;0.999899;;;
16;young;30;0.999899;;;
16;young;12;0.999899;;;
16;young;02;0.999899;;;
16;young;10;0.999899;;;
16;young;22;0.999899;;;
16;young;06;0.999899;;;
16;young;18;0.999899;;;
16;young;04;0.999899;;;
16;young;32;0.999899;;;
16;young;28;0.999899;;;
16;young;26;0.999899;;;
16;young;20;0.999899;;;
16;young;08;0.999899;;;
16;young;16;0.999899;;;
16;middle_aged;14;0.722438;;;
16;middle_aged;24;0.722438;;;
16;middle_aged;30;0.722438;;;
16;middle_aged;12;0.722438;;;
16;middle_aged;02;0.722438;;;
16;middle_aged;10;0.722438;;;
16;middle_aged;22;0.722438;;;
16;middle_aged;06;0.722438;;;
16;middle_aged;18;0.722438;;;
16;middle_aged;04;0.722438;;;
16;middle_aged;32;0.722438;;;
16;middle_aged;28;0.722438;;;
16;middle_aged;26;0.722438;;;
16;middle_aged;20;0.722438;;;
16;middle_aged;08;0.722438;;;
16;middle_aged;16;0.722438;;;
16;old;14;0.999986;;;
16;old;24;0.999986;;;
16;old;30;0.999986;;;
16;old;12;0.999986;;;
16;old;02;0.999986;;;
16;old;10;0.999986;;;
16;old;22;0.999986;;;
16;old;06;0.999986;;;
16;old;18;0.999986;;;
16;old;04;0.999986;;;
16;old;32;0.999986;;;
16;old;28;0.999986;;;
16;old;26;0.999986;;;
16;old;20;0.999986;;;
16;old;08;0.999986;;;
16;old;16;0.999986;;;
17;young;14;0.978716;;;
17;young;24;0.978716;;;
17;young;30;0.978716;;;
17;young;12;0.978716;;;
17;young;02;0.978716;;;
17;young;10;0.978716;;;
17;young;22;0.978716;;;
17;young;06;0.978716;;;
17;young;18;0.978716;;;
17;young;04;0.978716;;;
17;young;32;0.978716;;;
17;young;28;0.978716;;;
17;young;26;0.978716;;;
17;young;20;0.978716;;;
17;young;08;0.978716;;;
17;young;16;0.978716;;;
17;middle_aged;14;1.000000;;;
17;middle_aged;24;1.000000;;;
17;middle_aged;30;1.000000;;;
17;middle_aged;12;1.000000;;;
17;middle_aged;02;1.000000;;;
17;middle_aged;10;1.000000;;;
17;middle_aged;22;1.000000;;;
17;middle_aged;06;1.000000;;;
17;middle_aged;18;1.000000;;;
17;middle_aged;04;1.000000;;;
17;middle_aged;32;1.000000;;;
17;middle_aged;28;1.000000;;;
17;middle_aged;26;1.000000;;;
17;middle_aged;20;1.000000;;;
17;middle_aged;08;1.000000;;;
17;middle_aged;16;1.000000;;;
17;old;14;0.999973;;;
17;old;24;0.999973;;;
17;old;30;0.999973;;;
17;old;12;0.999973;;;
17;old;02;0.999973;;;
17;old;10;0.999973;;;
17;old;22;0.999973;;;
17;old;06;0.999973;;;
17;old;18;0.999973;;;
17;old;04;0.999973;;;
17;old;32;0.999973;;;
17;old;28;0.999973;;;
17;old;26;0.999973;;;
17;old;20;0.999973;;;
17;old;08;0.999973;;;
17;old;16;0.999973;;;
18;young;14;0.999997;;;
18;young;24;0.999997;;;
18;young;30;0.999997;;;
18;young;12;0.999997;;;
18;young;02;0.999997;;;
18;young;10;0.999997;;;
18;young;22;0.999997;;;
18;young;06;0.999997;;;
18;young;18;0.999997;;;
18;young;04;0.999997;;;
18;young;32;0.999997;;;
18;young;28;0.999997;;;
18;young;26;0.999997;;;
18;young;20;0.999997;;;
18;young;08;0.999997;;;
18;young;16;0.999997;;;
18;middle_aged;14;1.000000;;;
18;middle_aged;24;1.000000;;;
18;middle_aged;30;1.000000;;;
18;middle_aged;12;1.000000;;;
18;middle_aged;02;1.000000;;;
18;middle_aged;10;1.000000;;;
18;middle_aged;22;1.000000;;;
18;middle_aged;06;1.000000;;;
18;middle_aged;18;1.000000;;;
18;middle_aged;04;1.000000;;;
18;middle_aged;32;1.000000;;;
18;middle_aged;28;1.000000;;;
18;middle_aged;26;1.000000;;;
18;middle_aged;20;1.000000;;;
18;middle_aged;08;1.000000;;;
18;middle_aged;16;1.000000;;;
18;old;14;0.999999;;;
18;old;24;0.999999;;;
18;old;30;0.999999;;;
18;old;12;0.999999;;;
18;old;02;0.999999;;;
18;old;10;0.999999;;;
18;old;22;0.999999;;;
18;old;06;0.999999;;;
18;old;18;0.999999;;;
18;old;04;0.999999;;;
18;old;32;0.999999;;;
18;old;28;0.999999;;;
18;old;26;0.999999;;;
